LEVEL;PLACE;TYPE;CHAPTERéCODE;BLOCKéCODE;CODEéW;CODE;CODEéWITHOUTéDOT;TITLE;M1;M2;M3;M4;M
4;T;X;14;N30;N31.8;N31.8;N318;La disfunción neuromuscular de la vejiga otros;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N31.9;N31.9;N319;Neuromuscular disfunción de la vejiga, no especificada;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N32.-;N32;N32;Otros trastornos de la vejiga;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.0;N32.0;N320;Obstrucción de cuello vesical;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.1;N32.1;N321;Fístula Vesicointestinal;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.2;N32.2;N322;Fístulas vesicales no clasificados en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.3;N32.3;N323;El divertículo de la vejiga;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.4;N32.4;N324;La rotura de la vejiga, no traumática;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.8;N32.8;N328;Otros trastornos especificados de la vejiga;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N32.9;N32.9;N329;Trastorno de la vejiga, no especificada;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N33.-*;N33;N33;Trastornos de la vejiga en enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N33.0*;N33.0;N330;La cistitis tuberculosa;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N33.8*;N33.8;N338;Trastornos de la vejiga en otras enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N34.-;N34;N34;Uretritis y síndrome uretral;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N34.0;N34.0;N340;Absceso uretral;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N34.1;N34.1;N341;La uretritis inespecífica;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N34.2;N34.2;N342;Uretritis otros;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N34.3;N34.3;N343;El síndrome uretral, no especificado;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N35.-;N35;N35;Estenosis de la uretra;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N35.0;N35.0;N350;Post-traumático estenosis uretral;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N35.1;N35.1;N351;Estenosis uretral post-infección, no clasificados en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N35.8;N35.8;N358;Estenosis uretral otros;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N35.9;N35.9;N359;Estenosis uretral, no especificado;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N36.-;N36;N36;Otros trastornos de la uretra;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N36.0;N36.0;N360;Fístula uretral;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N36.1;N36.1;N361;Divertículo uretral;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N36.2;N36.2;N362;Carúncula uretral;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N36.3;N36.3;N363;Mucosa uretral prolapso;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N36.8;N36.8;N368;Otros trastornos especificados de la uretra;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N36.9;N36.9;N369;Trastorno de la uretra, sin especificar;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N37.-*;N37;N37;Trastornos uretrales en enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N37.0*;N37.0;N370;Uretritis en enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N37.8*;N37.8;N378;Otros trastornos uretrales en enfermedades clasificadas en otra parte;217;4-044;3-036;2-072;1-086
3;N;X;14;N30;N39.-;N39;N39;Otros trastornos del sistema urinario;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.0;N39.0;N390;Infección del tracto urinario, sitio no especificado;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.1;N39.1;N391;Proteinuria persistente, no especificada;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.2;N39.2;N392;Proteinuria ortostática, no especificada;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.3;N39.3;N393;Incontinencia urinaria de esfuerzo;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.4;N39.4;N394;Otros urinaria especifica la incontinencia;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.8;N39.8;N398;Otros trastornos especificados del sistema urinario;217;4-044;3-036;2-072;1-086
4;T;X;14;N30;N39.9;N39.9;N399;Trastorno del sistema urinario, no especificado;217;4-044;3-036;2-072;1-086
3;T;X;14;N40;N40;N40;N40;La hiperplasia de próstata;218;4-044;3-036;2-072;1-086
3;N;X;14;N40;N41.-;N41;N41;Enfermedades inflamatorias de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N41.0;N41.0;N410;La prostatitis aguda;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N41.1;N41.1;N411;La prostatitis crónica;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N41.2;N41.2;N412;Absceso de próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N41.3;N41.3;N413;Prostatocystitis;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N41.8;N41.8;N418;Otras enfermedades inflamatorias de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N41.9;N41.9;N419;Enfermedad inflamatoria de la próstata, no especificado;219;4-044;3-036;2-072;1-086
3;N;X;14;N40;N42.-;N42;N42;Otros trastornos de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N42.0;N42.0;N420;Cálculo de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N42.1;N42.1;N421;Congestión y hemorragia de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N42.2;N42.2;N422;Atrofia de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N42.3;N42.3;N423;Displasia de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N42.8;N42.8;N428;Otros trastornos específicos de la próstata;219;4-044;3-036;2-072;1-086
4;T;X;14;N40;N42.9;N42.9;N429;Trastorno de la próstata, no especificado;219;4-044;3-036;2-072;1-086
3;N;X;14;N40;N43.-;N43;N43;Hidrocele y espermatocele;220;4-044;3-036;2-072;1-086
4;T;X;14;N40;N43.0;N43.0;N430;Hidrocele enquistado;220;4-044;3-036;2-072;1-086
4;T;X;14;N40;N43.1;N43.1;N431;Infectados hidrocele;220;4-044;3-036;2-072;1-086
4;T;X;14;N40;N43.2;N43.2;N432;Hidrocele otros;220;4-044;3-036;2-072;1-086
4;T;X;14;N40;N43.3;N43.3;N433;Hidrocele, no especificado;220;4-044;3-036;2-072;1-086
4;T;X;14;N40;N43.4;N43.4;N434;Espermatocele;220;4-044;3-036;2-072;1-086
3;T;X;14;N40;N44;N44;N44;La torsión de los testículos;222;4-044;3-036;2-072;1-086
3;N;X;14;N40;N45.-;N45;N45;Orquitis y la epididimitis;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N45.0;N45.0;N450;Orquitis, epididimitis y la epididimoorquitis con absceso;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N45.9;N45.9;N459;Orquitis, epididimitis y la epididimoorquitis sin absceso;222;4-044;3-036;2-072;1-086
3;T;X;14;N40;N46;N46;N46;La infertilidad masculina;222;4-044;3-036;2-072;1-086
3;T;X;14;N40;N47;N47;N47;Prepucio redundante, fimosis y parafimosis;221;4-044;3-036;2-072;1-086
3;N;X;14;N40;N48.-;N48;N48;Trastornos otro pene;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.0;N48.0;N480;Leucoplasia del pene;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.1;N48.1;N481;Balanopostitis;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.2;N48.2;N482;Otros trastornos inflamatorios del pene;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.3;N48.3;N483;Priapismo;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.4;N48.4;N484;La impotencia de origen orgánico;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.5;N48.5;N485;òlcera de pene;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.6;N48.6;N486;Induración plástica del pene;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.8;N48.8;N488;Otros trastornos especificados del pene;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N48.9;N48.9;N489;Trastorno del pene, no especificado;222;4-044;3-036;2-072;1-086
3;N;X;14;N40;N49.-;N49;N49;Enfermedades inflamatorias de los órganos genitales masculinos, no clasificados en otra parte;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N49.0;N49.0;N490;Trastornos inflamatorios de la vesícula seminal;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N49.1;N49.1;N491;Trastornos inflamatorios del cordón espermático, túnica vaginal y conducto deferente;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N49.2;N49.2;N492;Trastornos inflamatorios del escroto;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N49.8;N49.8;N498;Enfermedades inflamatorias de otros órganos genitales masculinos especificado;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N49.9;N49.9;N499;Enfermedad inflamatoria del órgano genital masculino no especificado;222;4-044;3-036;2-072;1-086
3;N;X;14;N40;N50.-;N50;N50;Otros trastornos de los órganos genitales masculinos;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N50.0;N50.0;N500;La atrofia de los testículos;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N50.1;N50.1;N501;Trastornos vasculares de los órganos genitales masculinos;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N50.8;N50.8;N508;Otros trastornos especificados de los órganos genitales masculinos;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N50.9;N50.9;N509;Trastorno de los órganos genitales masculinos, no especificada;222;4-044;3-036;2-072;1-086
3;N;X;14;N40;N51.-*;N51;N51;Trastornos de los órganos genitales masculinos en enfermedades clasificadas en otra parte;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N51.0*;N51.0;N510;Trastornos de la próstata en enfermedades clasificadas en otra parte;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N51.1*;N51.1;N511;Trastornos del testículo y del epidídimo en enfermedades clasificadas en otra parte;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N51.2*;N51.2;N512;Balanitis en enfermedades clasificadas en otra parte;222;4-044;3-036;2-072;1-086
4;T;X;14;N40;N51.8*;N51.8;N518;Otros trastornos de los órganos genitales masculinos en enfermedades clasificadas en otra parte;222;4-044;3-036;2-072;1-086
3;N;X;14;N60;N60.-;N60;N60;Displasia mamaria benigna;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.0;N60.0;N600;Quiste solitario de cáncer de mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.1;N60.1;N601;Mastopatía quística difusa;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.2;N60.2;N602;Fibroadenosis de cáncer de mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.3;N60.3;N603;Fibroesclerosis de cáncer de mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.4;N60.4;N604;Conductos mamarios ectasia;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.8;N60.8;N608;Otras displasias mamarias benignas;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N60.9;N60.9;N609;Displasia mamaria benigna, sin especificar;223;4-044;3-036;2-072;1-086
3;T;X;14;N60;N61;N61;N61;Trastornos inflamatorios de mama;223;4-044;3-036;2-072;1-086
3;T;X;14;N60;N62;N62;N62;Hipertrofia de mama;223;4-044;3-036;2-072;1-086
3;T;X;14;N60;N63;N63;N63;Bulto en el pecho no especificadas;223;4-044;3-036;2-072;1-086
3;N;X;14;N60;N64.-;N64;N64;Otros trastornos de la mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.0;N64.0;N640;Fisura y fístula del pezón;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.1;N64.1;N641;Necrosis de la grasa de la mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.2;N64.2;N642;Atrofia de mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.3;N64.3;N643;Galactorrea no asociada con el parto;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.4;N64.4;N644;Mastodinia;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.5;N64.5;N645;Otros signos y síntomas en el pecho;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.8;N64.8;N648;Otros trastornos especificados de cáncer de mama;223;4-044;3-036;2-072;1-086
4;T;X;14;N60;N64.9;N64.9;N649;Trastorno de mama, sin especificar;223;4-044;3-036;2-072;1-086
3;N;X;14;N70;N70.-;N70;N70;Salpingitis y ooforitis;224;4-044;3-036;2-072;1-086
4;T;X;14;N70;N70.0;N70.0;N700;Salpingitis aguda y ooforitis;224;4-044;3-036;2-072;1-086
4;T;X;14;N70;N70.1;N70.1;N701;Salpingitis crónica y ooforitis;224;4-044;3-036;2-072;1-086
4;T;X;14;N70;N70.9;N70.9;N709;Salpingitis y ooforitis, no especificadas;224;4-044;3-036;2-072;1-086
3;N;X;14;N70;N71.-;N71;N71;Enfermedad inflamatoria del útero, cuello del útero, excepto;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N71.0;N71.0;N710;Enfermedad inflamatoria aguda del útero;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N71.1;N71.1;N711;Enfermedad inflamatoria crónica del útero;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N71.9;N71.9;N719;Enfermedad inflamatoria del útero, no especificada;226;4-044;3-036;2-072;1-086
3;T;X;14;N70;N72;N72;N72;Enfermedad inflamatoria del cuello del útero;225;4-044;3-036;2-072;1-086
3;N;X;14;N70;N73.-;N73;N73;Otras mujeres las enfermedades inflamatorias pélvicas;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.0;N73.0;N730;Parametritis agudas y celulitis pélvica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.1;N73.1;N731;Parametritis crónicos y celulitis pélvica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.2;N73.2;N732;Parametritis y celulitis pélvica no especificada;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.3;N73.3;N733;Pélvicos de la mujer peritonitis aguda;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.4;N73.4;N734;Mujer pélvico crónico peritonitis;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.5;N73.5;N735;Mujer peritonitis pélvica, sin especificar;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.6;N73.6;N736;Mujer adherencias peritoneales pélvicos;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.8;N73.8;N738;Otras especifican las mujeres las enfermedades inflamatorias pélvicas;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N73.9;N73.9;N739;Mujer enfermedad pélvica inflamatoria, no especificada;226;4-044;3-036;2-072;1-086
3;N;X;14;N70;N74.-*;N74;N74;Mujer trastornos pélvica inflamatoria en enfermedades clasificadas en otra parte;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N74.0*;N74.0;N740;La infección tuberculosa del cuello del útero;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N74.1*;N74.1;N741;Mujer tuberculosa enfermedad inflamatoria pélvica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N74.2*;N74.2;N742;Mujeres sifilíticas enfermedad inflamatoria pélvica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N74.3*;N74.3;N743;Mujer gonocócica enfermedad inflamatoria pélvica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N74.4*;N74.4;N744;Mujer clamidia la enfermedad pélvica inflamatoria;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N74.8*;N74.8;N748;Mujer trastornos inflamatoria pélvica en otras enfermedades clasificadas en otra parte;226;4-044;3-036;2-072;1-086
3;N;X;14;N70;N75.-;N75;N75;Enfermedades de la glándula de Bartholin;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N75.0;N75.0;N750;Quiste de la glándula de Bartholin;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N75.1;N75.1;N751;Absceso de la glándula de Bartholin;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N75.8;N75.8;N758;Otras enfermedades de la glándula de Bartholin;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N75.9;N75.9;N759;Enfermedad de la glándula de Bartholin, no especificada;226;4-044;3-036;2-072;1-086
3;N;X;14;N70;N76.-;N76;N76;Otra inflamación de la vagina y la vulva;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.0;N76.0;N760;Vaginitis aguda;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.1;N76.1;N761;Vaginitis subaguda y crónica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.2;N76.2;N762;Vulvitis aguda;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.3;N76.3;N763;Vulvitis subaguda y crónica;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.4;N76.4;N764;Abscesos de la vulva;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.5;N76.5;N765;Ulceración de la vagina;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.6;N76.6;N766;Ulceración de la vulva;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N76.8;N76.8;N768;Otras inflamaciones especificadas de la vagina y la vulva;226;4-044;3-036;2-072;1-086
3;N;X;14;N70;N77.-*;N77;N77;Ulceración vulvovaginal y la inflamación en enfermedades clasificadas en otra parte;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N77.0*;N77.0;N770;Ulceración de la vulva en enfermedades infecciosas y parasitarias clasificadas en otra parte;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N77.1*;N77.1;N771;Enfermedades infecciosas y parasitarias vaginitis, vulvitis y vulvovaginitis en clasificadas en otra parte;226;4-044;3-036;2-072;1-086
4;T;X;14;N70;N77.8*;N77.8;N778;Ulceración e inflamación vulvovaginal en otras enfermedades clasificadas en otra parte;226;4-044;3-036;2-072;1-086
3;N;X;14;N80;N80.-;N80;N80;Endometriosis;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.0;N80.0;N800;Endometriosis del útero;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.1;N80.1;N801;Endometriosis del ovario;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.2;N80.2;N802;Endometriosis de la trompa de Falopio;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.3;N80.3;N803;Endometriosis del peritoneo pélvico;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.4;N80.4;N804;Endometriosis del tabique rectovaginal y de la vagina;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.5;N80.5;N805;La endometriosis del intestino;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.6;N80.6;N806;Endometriosis en cicatriz cutánea;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.8;N80.8;N808;Endometriosis otros;227;4-044;3-036;2-072;1-086
4;T;X;14;N80;N80.9;N80.9;N809;Endometriosis, no especificada;227;4-044;3-036;2-072;1-086
3;N;X;14;N80;N81.-;N81;N81;El prolapso genital femenino;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.0;N81.0;N810;Mujer uretrocele;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.1;N81.1;N811;Cistocele;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.2;N81.2;N812;Prolapso útero vaginal incompleta;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.3;N81.3;N813;Prolapso útero vaginal completa;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.4;N81.4;N814;Prolapso útero vaginal, sin especificar;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.5;N81.5;N815;Enterocele vaginal;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.6;N81.6;N816;Rectocele;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.8;N81.8;N818;Otros prolapso genital femenino;228;4-044;3-036;2-072;1-086
4;T;X;14;N80;N81.9;N81.9;N819;El prolapso genital femenino, no especificado;228;4-044;3-036;2-072;1-086
3;N;X;14;N80;N82.-;N82;N82;Fístulas involucran el tracto genital femenino;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.0;N82.0;N820;Fístula vesico-vaginal;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.1;N82.1;N821;Otras mujeres genito-urinario, tracto fístulas;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.2;N82.2;N822;Fístula de la vagina al intestino delgado;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.3;N82.3;N823;Fístula de la vagina al intestino grueso;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.4;N82.4;N824;Otras mujeres intestinal fístulas del tracto genital;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.5;N82.5;N825;Del tracto genital femenino, fístulas piel;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.8;N82.8;N828;Otras fístulas del tracto genital femenino;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N82.9;N82.9;N829;Fístula del tracto genital femenino, no especificado;233;4-044;3-036;2-072;1-086
3;N;X;14;N80;N83.-;N83;N83;Trastornos no inflamatorios del ovario, trompa de Falopio y los ligamentos anchos;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.0;N83.0;N830;Un quiste folicular del ovario;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.1;N83.1;N831;Quiste del cuerpo lúteo;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.2;N83.2;N832;Otros no especificados y los quistes ováricos;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.3;N83.3;N833;Atrofia adquirida del ovario y la trompa de Falopio;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.4;N83.4;N834;Prolapso y hernia del ovario y la trompa de Falopio;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.5;N83.5;N835;La torsión de ovario, trompa de Falopio y los ovarios pedículo;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.6;N83.6;N836;Haematosalpinx;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.7;N83.7;N837;Hematoma del ligamento ancho;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.8;N83.8;N838;Otros trastornos no inflamatorios del ovario, trompa de Falopio y los ligamentos anchos;229;4-044;3-036;2-072;1-086
4;T;X;14;N80;N83.9;N83.9;N839;Trastornos no inflamatorios del ovario, trompa de Falopio y ligamento ancho, no especificada;229;4-044;3-036;2-072;1-086
3;N;X;14;N80;N84.-;N84;N84;Pólipo del tracto genital femenino;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N84.0;N84.0;N840;Pólipo del cuerpo del útero;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N84.1;N84.1;N841;Pólipo del cuello del útero;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N84.2;N84.2;N842;Pólipo de la vagina;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N84.3;N84.3;N843;Pólipo de la vulva;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N84.8;N84.8;N848;Pólipo de otras partes del tracto genital femenino;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N84.9;N84.9;N849;Pólipo del tracto genital femenino, no especificado;233;4-044;3-036;2-072;1-086
3;N;X;14;N80;N85.-;N85;N85;Otros trastornos no inflamatorios del útero, cuello del útero, excepto;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N85.0;N85.0;N850;Hiperplasia glandular del endometrio;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N85.1;N85.1;N851;Hiperplasia adenomatosa endometrial;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N85.2;N85.2;N852;La hipertrofia del útero;233;4-044;3-036;2-072;1-086
4;T;X;14;N80;N85.3;N85.3;N853;Subinvolución de útero;233;4-044;3-036;2-072;1-086
