LEVEL;PLACE;TYPE;CHAPTER_CODE;BLOCK_CODE;CODE_W;CODE;CODE_WITHOUT_DOT;TITLE;M1;M2;M3;M4;M
4;T;X;13;M95;M96.3;M96.3;M963;Postlaminectomy kyphosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.4;M96.4;M964;Postsurgical lordosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.5;M96.5;M965;Postradiation scoliosis;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.6;M96.6;M966;Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.8;M96.8;M968;Other postprocedural musculoskeletal disorders;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M96.9;M96.9;M969;Postprocedural musculoskeletal disorder, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;13;M95;M99.-;M99;M99;Biomechanical lesions, not elsewhere classified;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.0;M99.0;M990;Segmental and somatic dysfunction;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.1;M99.1;M991;Subluxation complex (vertebral);210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.2;M99.2;M992;Subluxation stenosis of neural canal;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.3;M99.3;M993;Osseous stenosis of neural canal;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.4;M99.4;M994;Connective tissue stenosis of neural canal;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.5;M99.5;M995;Intervertebral disc stenosis of neural canal;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.6;M99.6;M996;Osseous and subluxation stenosis of intervertebral foramina;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.7;M99.7;M997;Connective tissue and disc stenosis of intervertebral foramina;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.8;M99.8;M998;Other biomechanical lesions;210;4-044;3-059;2-072;1-083
4;T;X;13;M95;M99.9;M99.9;M999;Biomechanical lesion, unspecified;210;4-044;3-059;2-072;1-083
3;N;X;14;N00;N00.-;N00;N00;Acute nephritic syndrome;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.0;N00.0;N000;Acute nephritic syndrome: Minor glomerular abnormality;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.1;N00.1;N001;Acute nephritic syndrome: Focal and segmental glomerular lesions;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.2;N00.2;N002;Acute nephritic syndrome: Diffuse membranous glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.3;N00.3;N003;Acute nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.4;N00.4;N004;Acute nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.5;N00.5;N005;Acute nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.6;N00.6;N006;Acute nephritic syndrome: Dense deposit disease;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.7;N00.7;N007;Acute nephritic syndrome: Diffuse crescentic glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.8;N00.8;N008;Acute nephritic syndrome: Other;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N00.9;N00.9;N009;Acute nephritic syndrome: Unspecified;211;4-044;3-036;2-065;1-085
3;N;X;14;N00;N01.-;N01;N01;Rapidly progressive nephritic syndrome;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.0;N01.0;N010;Rapidly progressive nephritic syndrome: Minor glomerular abnormality;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.1;N01.1;N011;Rapidly progressive nephritic syndrome: Focal and segmental glomerular lesions;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.2;N01.2;N012;Rapidly progressive nephritic syndrome: Diffuse membranous glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.3;N01.3;N013;Rapidly progressive nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.4;N01.4;N014;Rapidly progressive nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.5;N01.5;N015;Rapidly progressive nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.6;N01.6;N016;Rapidly progressive nephritic syndrome: Dense deposit disease;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.7;N01.7;N017;Rapidly progressive nephritic syndrome: Diffuse crescentic glomerulonephritis;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.8;N01.8;N018;Rapidly progressive nephritic syndrome: Other;211;4-044;3-036;2-065;1-085
4;T;S;14;N00;N01.9;N01.9;N019;Rapidly progressive nephritic syndrome: Unspecified;211;4-044;3-036;2-065;1-085
3;N;X;14;N00;N02.-;N02;N02;Recurrent and persistent haematuria;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.0;N02.0;N020;Recurrent and persistent haematuria: Minor glomerular abnormality;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.1;N02.1;N021;Recurrent and persistent haematuria: Focal and segmental glomerular lesions;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.2;N02.2;N022;Recurrent and persistent haematuria: Diffuse membranous glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.3;N02.3;N023;Recurrent and persistent haematuria: Diffuse mesangial proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.4;N02.4;N024;Recurrent and persistent haematuria: Diffuse endocapillary proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.5;N02.5;N025;Recurrent and persistent haematuria: Diffuse mesangiocapillary glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.6;N02.6;N026;Recurrent and persistent haematuria: Dense deposit disease;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.7;N02.7;N027;Recurrent and persistent haematuria: Diffuse crescentic glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.8;N02.8;N028;Recurrent and persistent haematuria: Other;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N02.9;N02.9;N029;Recurrent and persistent haematuria: Unspecified;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N03.-;N03;N03;Chronic nephritic syndrome;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.0;N03.0;N030;Chronic nephritic syndrome: Minor glomerular abnormality;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.1;N03.1;N031;Chronic nephritic syndrome: Focal and segmental glomerular lesions;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.2;N03.2;N032;Chronic nephritic syndrome: Diffuse membranous glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.3;N03.3;N033;Chronic nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.4;N03.4;N034;Chronic nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.5;N03.5;N035;Chronic nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.6;N03.6;N036;Chronic nephritic syndrome: Dense deposit disease;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.7;N03.7;N037;Chronic nephritic syndrome: Diffuse crescentic glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.8;N03.8;N038;Chronic nephritic syndrome: Other;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N03.9;N03.9;N039;Chronic nephritic syndrome: Unspecified;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N04.-;N04;N04;Nephrotic syndrome;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.0;N04.0;N040;Nephrotic syndrome: Minor glomerular abnormality;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.1;N04.1;N041;Nephrotic syndrome: Focal and segmental glomerular lesions;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.2;N04.2;N042;Nephrotic syndrome: Diffuse membranous glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.3;N04.3;N043;Nephrotic syndrome: Diffuse mesangial proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.4;N04.4;N044;Nephrotic syndrome: Diffuse endocapillary proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.5;N04.5;N045;Nephrotic syndrome: Diffuse mesangiocapillary glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.6;N04.6;N046;Nephrotic syndrome: Dense deposit disease;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.7;N04.7;N047;Nephrotic syndrome: Diffuse crescentic glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.8;N04.8;N048;Nephrotic syndrome: Other;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N04.9;N04.9;N049;Nephrotic syndrome: Unspecified;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N05.-;N05;N05;Unspecified nephritic syndrome;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.0;N05.0;N050;Unspecified nephritic syndrome: Minor glomerular abnormality;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.1;N05.1;N051;Unspecified nephritic syndrome: Focal and segmental glomerular lesions;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.2;N05.2;N052;Unspecified nephritic syndrome: Diffuse membranous glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.3;N05.3;N053;Unspecified nephritic syndrome: Diffuse mesangial proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.4;N05.4;N054;Unspecified nephritic syndrome: Diffuse endocapillary proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.5;N05.5;N055;Unspecified nephritic syndrome: Diffuse mesangiocapillary glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.6;N05.6;N056;Unspecified nephritic syndrome: Dense deposit disease;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.7;N05.7;N057;Unspecified nephritic syndrome: Diffuse crescentic glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.8;N05.8;N058;Unspecified nephritic syndrome: Other;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N05.9;N05.9;N059;Unspecified nephritic syndrome: Unspecified;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N06.-;N06;N06;Isolated proteinuria with specified morphological lesion;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.0;N06.0;N060;Isolated proteinuria with specified morphological lesion: Minor glomerular abnormality;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.1;N06.1;N061;Isolated proteinuria with specified morphological lesion: Focal and segmental glomerular lesions;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.2;N06.2;N062;Isolated proteinuria with specified morphological lesion: Diffuse membranous glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.3;N06.3;N063;Isolated proteinuria with specified morphological lesion: Diffuse mesangial proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.4;N06.4;N064;Isolated proteinuria with specified morphological lesion: Diffuse endocapillary proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.5;N06.5;N065;Isolated proteinuria with specified morphological lesion: Diffuse mesangiocapillary glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.6;N06.6;N066;Isolated proteinuria with specified morphological lesion: Dense deposit disease;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.7;N06.7;N067;Isolated proteinuria with specified morphological lesion: Diffuse crescentic glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.8;N06.8;N068;Isolated proteinuria with specified morphological lesion: Other;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N06.9;N06.9;N069;Isolated proteinuria with specified morphological lesion: Unspecified;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N07.-;N07;N07;Hereditary nephropathy, not elsewhere classified;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.0;N07.0;N070;Hereditary nephropathy, not elsewhere classified: Minor glomerular abnormality;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.1;N07.1;N071;Hereditary nephropathy, not elsewhere classified: Focal and segmental glomerular lesions;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.2;N07.2;N072;Hereditary nephropathy, not elsewhere classified: Diffuse membranous glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.3;N07.3;N073;Hereditary nephropathy, not elsewhere classified: Diffuse mesangial proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.4;N07.4;N074;Hereditary nephropathy, not elsewhere classified: Diffuse endocapillary proliferative glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.5;N07.5;N075;Hereditary nephropathy, not elsewhere classified: Diffuse mesangiocapillary glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.6;N07.6;N076;Hereditary nephropathy, not elsewhere classified: Dense deposit disease;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.7;N07.7;N077;Hereditary nephropathy, not elsewhere classified: Diffuse crescentic glomerulonephritis;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.8;N07.8;N078;Hereditary nephropathy, not elsewhere classified: Other;212;4-044;3-036;2-065;1-085
4;T;S;14;N00;N07.9;N07.9;N079;Hereditary nephropathy, not elsewhere classified: Unspecified;212;4-044;3-036;2-065;1-085
3;N;X;14;N00;N08.-*;N08;N08;Glomerular disorders in diseases classified elsewhere;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.0*;N08.0;N080;Glomerular disorders in infectious and parasitic diseases classified elsewhere;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.1*;N08.1;N081;Glomerular disorders in neoplastic diseases;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.2*;N08.2;N082;Glomerular disorders in blood diseases and disorders involving the immune mechanism;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.3*;N08.3;N083;Glomerular disorders in diabetes mellitus;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.4*;N08.4;N084;Glomerular disorders in other endocrine, nutritional and metabolic diseases;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.5*;N08.5;N085;Glomerular disorders in systemic connective tissue disorders;212;4-044;3-036;2-065;1-085
4;T;X;14;N00;N08.8*;N08.8;N088;Glomerular disorders in other diseases classified elsewhere;212;4-044;3-036;2-065;1-085
3;T;X;14;N10;N10;N10;N10;Acute tubulo-interstitial nephritis;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N11.-;N11;N11;Chronic tubulo-interstitial nephritis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.0;N11.0;N110;Nonobstructive reflux-associated chronic pyelonephritis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.1;N11.1;N111;Chronic obstructive pyelonephritis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.8;N11.8;N118;Other chronic tubulo-interstitial nephritis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N11.9;N11.9;N119;Chronic tubulo-interstitial nephritis, unspecified;213;4-044;3-036;2-065;1-085
3;T;X;14;N10;N12;N12;N12;Tubulo-interstitial nephritis, not specified as acute or chronic;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N13.-;N13;N13;Obstructive and reflux uropathy;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.0;N13.0;N130;Hydronephrosis with ureteropelvic junction obstruction;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.1;N13.1;N131;Hydronephrosis with ureteral stricture, not elsewhere classified;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.2;N13.2;N132;Hydronephrosis with renal and ureteral calculous obstruction;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.3;N13.3;N133;Other and unspecified hydronephrosis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.4;N13.4;N134;Hydroureter;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.5;N13.5;N135;Kinking and stricture of ureter without hydronephrosis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.6;N13.6;N136;Pyonephrosis;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.7;N13.7;N137;Vesicoureteral-reflux-associated uropathy;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.8;N13.8;N138;Other obstructive and reflux uropathy;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N13.9;N13.9;N139;Obstructive and reflux uropathy, unspecified;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N14.-;N14;N14;Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.0;N14.0;N140;Analgesic nephropathy;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.1;N14.1;N141;Nephropathy induced by other drugs, medicaments and biological substances;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.2;N14.2;N142;Nephropathy induced by unspecified drug, medicament or biological substance;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.3;N14.3;N143;Nephropathy induced by heavy metals;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N14.4;N14.4;N144;Toxic nephropathy, not elsewhere classified;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N15.-;N15;N15;Other renal tubulo-interstitial diseases;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.0;N15.0;N150;Balkan nephropathy;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.1;N15.1;N151;Renal and perinephric abscess;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.8;N15.8;N158;Other specified renal tubulo-interstitial diseases;213;4-044;3-036;2-065;1-085
4;T;X;14;N10;N15.9;N15.9;N159;Renal tubulo-interstitial disease, unspecified;213;4-044;3-036;2-065;1-085
3;N;X;14;N10;N16.-*;N16;N16;Renal tubulo-interstitial disorders in diseases classified elsewhere;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.0*;N16.0;N160;Renal tubulo-interstitial disorders in infectious and parasitic diseases classified elsewhere;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.1*;N16.1;N161;Renal tubulo-interstitial disorders in neoplastic diseases;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.2*;N16.2;N162;Renal tubulo-interstitial disorders in blood diseases and disorders involving the immune mechanism;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.3*;N16.3;N163;Renal tubulo-interstitial disorders in metabolic diseases;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.4*;N16.4;N164;Renal tubulo-interstitial disorders in systemic connective tissue disorders;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.5*;N16.5;N165;Renal tubulo-interstitial disorders in transplant rejection;213;4-044;3-036;UNDEF;UNDEF
4;T;X;14;N10;N16.8*;N16.8;N168;Renal tubulo-interstitial disorders in other diseases classified elsewhere;213;4-044;3-036;UNDEF;UNDEF
3;N;X;14;N17;N17.-;N17;N17;Acute renal failure;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.0;N17.0;N170;Acute renal failure with tubular necrosis;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.1;N17.1;N171;Acute renal failure with acute cortical necrosis;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.2;N17.2;N172;Acute renal failure with medullary necrosis;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.8;N17.8;N178;Other acute renal failure;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N17.9;N17.9;N179;Acute renal failure, unspecified;214;4-044;3-036;2-072;1-086
3;N;X;14;N17;N18.-;N18;N18;Chronic kidney disease;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.1;N18.1;N181;Chronic kidney disease, stage 1;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.2;N18.2;N182;Chronic kidney disease, stage 2;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.3;N18.3;N183;Chronic kidney disease, stage 3;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.4;N18.4;N184;Chronic kidney disease, stage 4;214;4-044;3-036;2-072;1-086
4;T;X;14;N17;N18.5;N18.5;N185;Chronic kidney disease, stage 5;;;;;
4;T;X;14;N17;N18.9;N18.9;N189;Chronic kidney disease, unspecified;214;4-044;3-036;2-072;1-086
3;T;X;14;N17;N19;N19;N19;Unspecified kidney failure;214;4-044;3-036;2-072;1-086
3;N;X;14;N20;N20.-;N20;N20;Calculus of kidney and ureter;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.0;N20.0;N200;Calculus of kidney;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.1;N20.1;N201;Calculus of ureter;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.2;N20.2;N202;Calculus of kidney with calculus of ureter;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N20.9;N20.9;N209;Urinary calculus, unspecified;215;4-044;3-036;2-072;1-086
3;N;X;14;N20;N21.-;N21;N21;Calculus of lower urinary tract;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.0;N21.0;N210;Calculus in bladder;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.1;N21.1;N211;Calculus in urethra;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.8;N21.8;N218;Other lower urinary tract calculus;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N21.9;N21.9;N219;Calculus of lower urinary tract, unspecified;215;4-044;3-036;2-072;1-086
3;N;X;14;N20;N22.-*;N22;N22;Calculus of urinary tract in diseases classified elsewhere;215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N22.0*;N22.0;N220;Urinary calculus in schistosomiasis [bilharziasis];215;4-044;3-036;2-072;1-086
4;T;X;14;N20;N22.8*;N22.8;N228;Calculus of urinary tract in other diseases classified elsewhere;215;4-044;3-036;2-072;1-086
3;T;X;14;N20;N23;N23;N23;Unspecified renal colic;215;4-044;3-036;2-072;1-086
3;N;X;14;N25;N25.-;N25;N25;Disorders resulting from impaired renal tubular function;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.0;N25.0;N250;Renal osteodystrophy;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.1;N25.1;N251;Nephrogenic diabetes insipidus;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.8;N25.8;N258;Other disorders resulting from impaired renal tubular function;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N25.9;N25.9;N259;Disorder resulting from impaired renal tubular function, unspecified;217;4-044;3-036;2-072;1-086
3;T;X;14;N25;N26;N26;N26;Unspecified contracted kidney;217;4-044;3-036;2-072;1-086
3;N;X;14;N25;N27.-;N27;N27;Small kidney of unknown cause;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N27.0;N27.0;N270;Small kidney, unilateral;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N27.1;N27.1;N271;Small kidney, bilateral;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N27.9;N27.9;N279;Small kidney, unspecified;217;4-044;3-036;2-072;1-086
3;N;X;14;N25;N28.-;N28;N28;Other disorders of kidney and ureter, not elsewhere classified;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.0;N28.0;N280;Ischaemia and infarction of kidney;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.1;N28.1;N281;Cyst of kidney, acquired;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.8;N28.8;N288;Other specified disorders of kidney and ureter;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N28.9;N28.9;N289;Disorder of kidney and ureter, unspecified;217;4-044;3-036;2-072;1-086
3;N;X;14;N25;N29.-*;N29;N29;Other disorders of kidney and ureter in diseases classified elsewhere;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N29.0*;N29.0;N290;Late syphilis of kidney;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N29.1*;N29.1;N291;Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere;217;4-044;3-036;2-072;1-086
4;T;X;14;N25;N29.8*;N29.8;N298;Other disorders of kidney and ureter in other diseases classified elsewhere;217;4-044;3-036;2-072;1-086
